"first_gene" "second_gene" ""
"134" "ATL3" "RAB5B" "2"
"135" "ATP1B3" "GNAS" "2"
"136" "ATP1B3" "SLC25A3" "2"
"137" "ATP1B3" "PTP4A1" "2"
"138" "ATP2B1" "FRS2" "2"
"139" "ATP2C1" "XPNPEP1" "2"
"140" "ATP2C2" "GP2" "2"
"141" "ATP5B" "EIF4H" "2"
"142" "ATP6V0E1" "NBR1" "2"
"143" "ATP6V0E1" "MAP3K14" "2"
"144" "ATP6V0E1" "SQSTM1" "2"
"145" "ATP6V0E1" "SUOX" "2"
"146" "ATP6V0E1" "TMBIM6" "2"
"147" "ATP6V0E1" "TMED10" "2"
"148" "ATRX" "ATXN7" "2"
"149" "ATRX" "BCL2L2" "2"
"150" "ATRX" "HMGB1" "2"
"151" "ATRX" "TPM4" "2"
"152" "ATXN1" "BTN3A3" "2"
"153" "ATXN1" "E2F1" "2"
"154" "ATXN1" "EGLN3" "2"
"155" "ATXN1" "MORF4L1" "2"
"156" "ATXN1" "PSD3" "2"
"157" "ATXN7" "GOLGA1" "2"
"158" "ATXN7" "MARCH6" "2"
"159" "ATXN7" "RABGAP1L" "2"
"160" "ATXN7" "TCF3" "2"
"161" "ATXN7" "PHLPP1" "2"
"162" "ATXN7" "PTGER4" "2"
"163" "AZIN1" "MSMO1" "2"
"164" "B2M" "HCP5" "2"
"165" "BACE1" "CRCP" "2"
"166" "BACE1" "TAF9B" "2"
"167" "BAD" "CYTH2" "2"
"168" "BAG4" "PHF14" "2"
"169" "BAZ2A" "MARCH6" "2"
"170" "BAZ2A" "CCT6A" "2"
"171" "BBX" "PAFAH1B1" "2"
"172" "BBX" "CAMSAP2" "2"
"173" "BBX" "NFAT5" "2"
"174" "BBX" "PLCG1" "2"
"175" "BCL2" "C19ORF40" "2"
"176" "BCL2" "EPHA4" "2"
"177" "BCL2" "KCND3" "2"
"178" "BCL2" "CAMSAP2" "2"
"179" "BCL2" "MYB" "2"
"180" "BCL2L11" "DEPDC1" "2"
"181" "BCL2L11" "TCF7L2" "2"
"182" "BCL2L11" "SGPL1" "2"
"183" "BCL2L11" "STK17B" "2"
"184" "BCL2L2" "FER" "2"
"185" "BCL2L2" "RABGAP1L" "2"
"186" "BCL2L2" "CEP104" "2"
"187" "BDNF" "EIF1AX" "2"
"188" "BHMT2" "PDLIM5" "2"
"189" "BHMT2" "SMAD6" "2"
"190" "BICD2" "HMBOX1" "2"
"191" "BICD2" "CMPK1" "2"
"192" "BICD2" "PPP1R12B" "2"
"193" "BMP2" "CNOT4" "2"
"194" "BMP2" "FOXRED2" "2"
"195" "BMP2" "TP53" "2"
"196" "BMP2" "PRPF4" "2"
"197" "BMP8B" "UBE4A" "2"
"198" "BMPR2" "EPS15L1" "2"
"199" "BMPR2" "FXR2" "2"
"200" "BMPR2" "DYNC1LI2" "2"
"201" "BTD" "CCDC25" "2"
"202" "BTF3" "RPL7" "2"
"203" "BTG2" "EMC1" "2"
"204" "BTG2" "ZBTB6" "2"
"205" "BTG3" "GABPB1" "2"
"206" "BTG3" "IFNAR2" "2"
"207" "BTG3" "NFIB" "2"
"208" "BTG3" "PELI1" "2"
"209" "BTN3A1" "FAM46C" "2"
"210" "BTN3A1" "GAK" "2"
"211" "BTN3A1" "MBNL1" "2"
"212" "BTN3A2" "CLIC4" "2"
"213" "BTN3A2" "EPS15L1" "2"
"214" "BTN3A2" "MSH3" "2"
"215" "BTN3A2" "SLC25A28" "2"
"216" "BTN3A3" "CLIC4" "2"
"217" "BZW1" "IER3" "2"
"218" "BZW1" "MEF2D" "2"
"219" "BZW1" "WHSC1" "2"
"220" "C11ORF30" "SEPT11" "2"
"221" "C12ORF65" "RAN" "2"
"222" "C19ORF40" "LDLR" "2"
"223" "C1ORF50" "DYRK2" "2"
"224" "C5AR2" "PDE12" "2"
"225" "C5ORF28" "MDM2" "2"
"226" "C6" "VAV3" "2"
"227" "C6ORF120" "MAP3K9" "2"
"228" "C6ORF120" "SLC16A9" "2"
"229" "C6ORF120" "TMEM38A" "2"
"230" "C7ORF43" "SACS" "2"
"231" "C9ORF40" "OCRL" "2"
"232" "CA6" "IRAK1BP1" "2"
"233" "CABYR" "TRIM45" "2"
"234" "CAMSAP1" "NUCB1" "2"
"235" "CAMSAP1" "RSL1D1" "2"
"236" "CANX" "CSNK1A1" "2"
"237" "CANX" "HNRNPU" "2"
"238" "CANX" "HSP90AA1" "2"
"239" "CANX" "CETN2" "2"
"240" "CANX" "SIKE1" "2"
"241" "CANX" "SPCS1" "2"
"242" "CANX" "TOB1" "2"
"243" "CAP1" "EIF4G2" "2"
"244" "CAP1" "LEPROT" "2"
"245" "CAP1" "WAC" "2"
"246" "CAP1" "SLC25A28" "2"
"247" "CAPN15" "TBC1D2" "2"
"248" "CAPRIN2" "GPR137B" "2"
"249" "CAPRIN2" "SGPL1" "2"
"250" "CAPZA2" "PPP3R1" "2"
"251" "CAPZA2" "TCF3" "2"
"252" "CAPZA2" "TJP1" "2"
"253" "CASP2" "CHD9" "2"
"254" "CASP2" "SLC4A7" "2"
"255" "CASP2" "WAC" "2"
"256" "CAV1" "CLPTM1" "2"
"257" "CAV1" "CPE" "2"
"258" "CAV1" "PTRF" "2"
"259" "CAV1" "SLC4A7" "2"
"260" "CAV1" "RAB12" "2"
"261" "CBX1" "PRKAR1A" "2"
"262" "CBX5" "HMGB1" "2"
"263" "CBX5" "MED13" "2"
"264" "CBX5" "PARD3" "2"
"265" "CBX5" "TMED10" "2"
"266" "CBX5" "UGCG" "2"
"267" "CCDC137" "IRAK4" "2"
"268" "CCDC30" "HECA" "2"
"269" "CCL5" "CEP104" "2"
"270" "CCNA2" "CDCA8" "2"
"271" "CCND1" "OCRL" "2"
"272" "CCND2" "PRKAR1A" "2"
"273" "CCND2" "TFAM" "2"
"274" "CCNG1" "TMEM59" "2"
"275" "CCP110" "GNB5" "2"
"276" "CCSER2" "MED17" "2"
"277" "CCSER2" "RNASEH1" "2"
"278" "CD36" "RNASEH2B" "2"
"279" "CD47" "CEP97" "2"
"280" "CD47" "MAP3K8" "2"
"281" "CD47" "NPAS3" "2"
"282" "CD47" "SSX2IP" "2"
"283" "CD47" "TCF4" "2"
"284" "CD47" "FASN" "2"
"285" "CD47" "LRPAP1" "2"
"286" "CDC14B" "CLEC2D" "2"
"287" "CDK13" "OSER1" "2"
"288" "CDKN1A" "ERAP1" "2"
"289" "CDKN1A" "MYC" "2"
"290" "CEP170" "CTSS" "2"
"291" "CEP97" "ITCH" "2"
"292" "CEP97" "PHLPP2" "2"
"293" "CFAP69" "RAD52" "2"
"294" "CHAC1" "CXCL10" "2"
"295" "CHAC1" "DNAJC28" "2"
"296" "CHAD" "EXO1" "2"
"297" "CHAF1A" "TFAM" "2"
"298" "CHAF1A" "MORC1" "2"
"299" "CHD4" "CPT1A" "2"
"300" "CHD4" "FTH1" "2"
"301" "CHD4" "SSX2IP" "2"
"302" "CHD9" "LARP1" "2"
"303" "CHD9" "MGEA5" "2"
"304" "CHD9" "PBXIP1" "2"
"305" "CHD9" "SMURF1" "2"
"306" "CHRFAM7A" "FAHD1" "2"
"307" "CHRFAM7A" "SH3D19" "2"
"308" "CLIC4" "FEM1B" "2"
"309" "CLIC4" "FKBP14" "2"
"310" "CLIC4" "ITGB1" "2"
"311" "CLIC4" "NCAPD2" "2"
"312" "CLIC4" "RLF" "2"
"313" "CLIC4" "RTN2" "2"
"314" "CLIC4" "RRAGD" "2"
"315" "CLIC4" "ZNF446" "2"
"316" "CLIP4" "KIF1A" "2"
"317" "CLIP4" "HIF1AN" "2"
"318" "CLOCK" "HIST1H2AM" "2"
"319" "CLOCK" "MECP2" "2"
"320" "CLOCK" "GABBR1" "2"
"321" "CLOCK" "MLLT1" "2"
"322" "CLPB" "VAC14" "2"
"323" "CLPTM1" "SH3BP5" "2"
"324" "CLPTM1" "OPTN" "2"
"325" "CLU" "DUSP2" "2"
"326" "CLU" "ELK4" "2"
"327" "CLU" "ICAM1" "2"
"328" "CNKSR3" "MIDN" "2"
"329" "CNOT3" "NDOR1" "2"
"330" "CNOT4" "KIF1A" "2"
"331" "CNOT7" "HMGB1" "2"
"332" "COIL" "PAPD5" "2"
"333" "COIL" "REEP5" "2"
"334" "COIL" "RMDN1" "2"
"335" "COIL" "TIMM17A" "2"
"336" "COL1A1" "COL1A2" "2"
"337" "COL1A1" "COL3A1" "2"
"338" "COL1A1" "SPARC" "2"
"339" "COL1A2" "COL3A1" "2"
"340" "COL1A2" "SPARC" "2"
"341" "COL4A3" "KCNJ4" "2"
"342" "COPS8" "VPS37B" "2"
"343" "COX7B" "RPS15A" "2"
"344" "COX7B" "DNM1L" "2"
"345" "COX7B" "TIMM17A" "2"
"346" "CPE" "TIMP3" "2"
"347" "CPE" "SLC35F5" "2"
"348" "CPOX" "PPP3R1" "2"
"349" "CPS1" "DNAJC28" "2"
"350" "CPS1" "HIST1H4C" "2"
"351" "CPS1" "LUZP2" "2"
"352" "CPS1" "PKMYT1" "2"
"353" "CPS1" "SOCS6" "2"
"354" "CPS1" "SPIB" "2"
"355" "CPS1" "TNFSF12" "2"
"356" "CPS1" "ZNF780A" "2"
"357" "CPT1A" "KMT2A" "2"
"358" "CPT1A" "PTGER4" "2"
"359" "CPT1A" "HUWE1" "2"
"360" "CPT1A" "MAP7" "2"
"361" "CRCP" "PKD2" "2"
"362" "CREB1" "MELK" "2"
"363" "CREB1" "NRAS" "2"
"364" "CREB1" "RND3" "2"
"365" "CRISPLD2" "MXI1" "2"
"366" "CRK" "CSNK1A1" "2"
"367" "CRK" "KMT2A" "2"
"368" "CRK" "RBM5" "2"
"369" "CRK" "MED17" "2"
"370" "CRK" "ETV6" "2"
"371" "CRK" "HNRNPA1" "2"
"372" "CROT" "PPP6R3" "2"
"373" "CSDE1" "FTH1" "2"
"374" "CSNK1A1" "FAM102A" "2"
"375" "CSNK1A1" "PAK6" "2"
"376" "CSNK1A1" "SLC30A1" "2"
"377" "CSNK1A1" "YTHDC1" "2"
"378" "CTGF" "CYR61" "2"
"379" "CTSA" "IRAK1" "2"
"380" "CTSA" "PRPF8" "2"
"381" "CTSS" "EMC1" "2"
"382" "CTSS" "FAM102A" "2"
"383" "CTSS" "FBXO28" "2"
"384" "CXCL10" "SMARCA5" "2"
"385" "CYB5A" "EFCAB14" "2"
"386" "CYB5A" "TMEM19" "2"
"387" "CYB5A" "TRIM8" "2"
"388" "CYBRD1" "TRIM8" "2"
"389" "CYLD" "DCUN1D4" "2"
"390" "CYLD" "IRAK4" "2"
"391" "CYLD" "KLHL20" "2"
"392" "CYLD" "SOCS5" "2"
"393" "CYLD" "NUP98" "2"
"394" "DARS2" "NF2" "2"
"395" "DCAF8" "SCAMP2" "2"
"396" "DCAF8" "TRIM8" "2"
"397" "DCTN5" "OPTN" "2"
"398" "DCTN5" "SLC35F6" "2"
"399" "DCTN6" "NIPA1" "2"
"400" "DCUN1D4" "TLR7" "2"
"401" "DEGS1" "TFAM" "2"
"402" "DEPDC1" "SLC35F5" "2"
"403" "DHODH" "MAP3K9" "2"
"404" "DHODH" "SLC7A11" "2"
"405" "DHODH" "PNPLA4" "2"
"406" "DNA2" "MCL1" "2"
"407" "DNAJB4" "FXYD5" "2"
"408" "DNAJB4" "MAP3K8" "2"
"409" "DNAJB4" "PELI1" "2"
"410" "DNAJB6" "YWHAZ" "2"
"411" "DNAJB9" "JAK1" "2"
"412" "DNAJC10" "PHTF2" "2"
"413" "DNAJC10" "RRAS2" "2"
"414" "DNAJC28" "HIST1H4C" "2"
"415" "DNAJC28" "LUZP2" "2"
"416" "DNAJC28" "PKMYT1" "2"
"417" "DNAJC28" "SOCS6" "2"
"418" "DNAJC28" "SPIB" "2"
"419" "DNAJC28" "TNFSF12" "2"
"420" "DNAJC28" "ZNF780A" "2"
"421" "DNAJC28" "ELOVL6" "2"
"422" "DNTTIP2" "GAPDH" "2"
"423" "DPYSL2" "SIRPA" "2"
"424" "DUSP2" "ICAM1" "2"
"425" "DUSP2" "SMAD4" "2"
"426" "DUSP2" "VPRBP" "2"
"427" "DYRK2" "MTMR3" "2"
"428" "DYRK2" "PHLPP2" "2"
"429" "DYRK2" "SOX4" "2"
"430" "DYRK2" "RRAS2" "2"
"431" "DYRK2" "FAF2" "2"
"432" "DYRK2" "SLC25A37" "2"
"433" "E2F1" "PDPK1" "2"
"434" "E2F1" "VPS13C" "2"
"435" "E2F1" "RNF24" "2"
"436" "E2F3" "KAT2A" "2"
"437" "E2F5" "ZNF180" "2"
"438" "EEA1" "SLC4A7" "2"
"439" "EEF1A1" "SF3B3" "2"
"440" "EEF1A1" "TAX1BP1" "2"
"441" "EFCAB11" "HIST1H2BD" "2"
"442" "EFCAB14" "FEZ2" "2"
"443" "EFCAB14" "TMEM9B" "2"
"444" "EFHC1" "QKI" "2"
"445" "EGLN3" "WDR73" "2"
"446" "EHMT2" "NAGK" "2"
"447" "EHMT2" "PTPRO" "2"
"448" "EIF2B2" "HIST1H2BD" "2"
"449" "EIF2S1" "FXR2" "2"
"450" "EIF2S1" "SPIB" "2"
"451" "EIF2S1" "ZNF7" "2"
"452" "EIF3F" "USP1" "2"
"453" "EIF3H" "RNASEH2B" "2"
"454" "EIF4G2" "MBNL1" "2"
"455" "EIF4G2" "SLC25A3" "2"
"456" "EIF4G2" "YWHAZ" "2"
"457" "EIF4G2" "MLXIP" "2"
"458" "EIF4G3" "WIPF2" "2"
"459" "EIF4H" "VEGFA" "2"
"460" "EIF5A2" "REV1" "2"
"461" "ELAVL2" "FOXRED2" "2"
"462" "ELAVL2" "PHLPP2" "2"
"463" "ELAVL2" "PTGFRN" "2"
"464" "ELAVL2" "SORCS2" "2"
"465" "ELK4" "MKI67" "2"
"466" "ELK4" "SSX2IP" "2"
"467" "ELK4" "FAF2" "2"
"468" "ELK4" "RBL1" "2"
"469" "ELK4" "SMAD5" "2"
"470" "ELMO2" "PDLIM7" "2"
"471" "ELMO2" "VAC14" "2"
"472" "ELMO2" "RERE" "2"
"473" "EMC1" "M6PR" "2"
"474" "EMC1" "NOTCH2" "2"
"475" "EMC1" "PAFAH1B1" "2"
"476" "EMC1" "MCL1" "2"
"477" "EMC1" "WDR73" "2"
"478" "ENPP5" "WNK3" "2"
"479" "ENTPD4" "GPRC5A" "2"
"480" "ENTPD5" "TMEM2" "2"
"481" "EPB41L5" "OSTM1" "2"
"482" "EPHA4" "OTUD4" "2"
"483" "EPS15L1" "PARD3" "2"
"484" "EPS15L1" "RAB5B" "2"
"485" "ERAP1" "FBXL5" "2"
"486" "ERAP1" "HS3ST1" "2"
"487" "ERAP1" "SMAD3" "2"
"488" "ERLIN1" "FJX1" "2"
"489" "ERLIN1" "LRIF1" "2"
"490" "ERLIN1" "RUNX3" "2"
"491" "ESR1" "KCNJ2" "2"
"492" "ESR2" "ITCH" "2"
"493" "ETF1" "GAPDH" "2"
"494" "ETF1" "ICMT" "2"
"495" "ETV1" "FOXJ2" "2"
"496" "ETV1" "PDLIM5" "2"
"497" "ETV1" "PRRG4" "2"
"498" "EXO5" "TGOLN2" "2"
"499" "EXOSC2" "GK5" "2"
"500" "EXOSC2" "SUPT16H" "2"
"501" "EZH1" "MAP3K14" "2"
"502" "EZH1" "GANAB" "2"
"503" "EZH1" "RNF216" "2"
"504" "F2R" "MED13" "2"
"505" "F2RL1" "MAPK14" "2"
"506" "F2RL1" "MYLK3" "2"
"507" "F2RL1" "ZBED3" "2"
"508" "F2RL2" "LIMD1" "2"
"509" "F2RL3" "HYPK" "2"
"510" "F3" "NETO2" "2"
"511" "F3" "RND3" "2"
"512" "FAHD1" "SH3D19" "2"
"513" "FAM102A" "PAFAH1B1" "2"
"514" "FAM102A" "PCNX" "2"
"515" "FAM127A" "ZBTB44" "2"
"516" "FAM129A" "KRT10" "2"
"517" "FAM46C" "TMEM167A" "2"
"518" "FAM46C" "ZMYM1" "2"
"519" "FAM8A1" "FER" "2"
"520" "FANCA" "PPP1R12B" "2"
"521" "FANCA" "HUWE1" "2"
"522" "FAS" "GNB5" "2"
"523" "FAS" "STK17B" "2"
"524" "FAT1" "GRIA2" "2"
"525" "FBXL5" "FEM1B" "2"
"526" "FBXO21" "HSP90AA1" "2"
"527" "FBXO21" "TUT1" "2"
"528" "FBXO28" "ZNF180" "2"
"529" "FEM1B" "NAP1L1" "2"
"530" "FEM1B" "REV1" "2"
"531" "FER" "KCND3" "2"
"532" "FER" "STX4" "2"
"533" "FER" "UBFD1" "2"
"534" "FGFR1OP" "GATA6" "2"
"535" "FGFR1OP" "LRP12" "2"
"536" "FGFR1OP" "QKI" "2"
"537" "FGFR1OP" "MAP7" "2"
"538" "FGL1" "H2BFS" "2"
"539" "FJX1" "TNFAIP1" "2"
"540" "FKBP14" "MARCH6" "2"
"541" "FKBP14" "NFAT5" "2"
"542" "FKBP14" "TBC1D13" "2"
"543" "FKBP8" "FLNA" "2"
"544" "FNBP1L" "LAS1L" "2"
"545" "FOSB" "SOX2" "2"
"546" "FOXJ2" "PRKAR1A" "2"
"547" "FOXJ3" "SSX2IP" "2"
"548" "FOXJ3" "TCF3" "2"
"549" "FOXRED2" "PTGFRN" "2"
"550" "FOXRED2" "SORCS2" "2"
"551" "FRS2" "TIMP3" "2"
"552" "FTH1" "WAC" "2"
"553" "FTH1" "TPM4" "2"
"554" "FUT1" "MRPS10" "2"
"555" "FUT9" "IKZF3" "2"
"556" "FXR2" "SLCO5A1" "2"
"557" "FXYD5" "NPAS2" "2"
"558" "GABPB1" "RBM5" "2"
"559" "GABRA2" "TFAP2B" "2"
"560" "GAK" "SCD" "2"
"561" "GAK" "SYNPO2L" "2"
"562" "GAPDH" "NCAPD2" "2"
"563" "GATA6" "PPP3R1" "2"
"564" "GATAD1" "MDM2" "2"
"565" "GATAD1" "SLC4A7" "2"
"566" "GATAD1" "SMAD5" "2"
"567" "GATAD1" "SMAD3" "2"
"568" "GBF1" "ZBTB7A" "2"
"569" "GDF11" "RAB11FIP1" "2"
"570" "GLO1" "PAIP1" "2"
"571" "GLO1" "RAN" "2"
"572" "GLO1" "SLC28A1" "2"
"573" "GMPR" "ZNF43" "2"
"574" "GNAS" "MED16" "2"
"575" "GNAS" "RAN" "2"
"576" "GNAS" "MCL1" "2"
"577" "GNB1" "MAPK1" "2"
"578" "GNB1" "PKMYT1" "2"
"579" "GNB1" "VEGFA" "2"
"580" "GNB1" "TMED10" "2"
"581" "GNB1" "KAT2B" "2"
"582" "GNB1" "ZNF426" "2"
"583" "GNB5" "HIST1H2BD" "2"
"584" "GNPTAB" "JAK1" "2"
"585" "GNPTAB" "UBE2V2" "2"
"586" "GNS" "HS3ST1" "2"
"587" "GOLGA1" "SELE" "2"
"588" "GOLGA2" "LAMC1" "2"
"589" "GP2" "IGSF1" "2"
"590" "GPM6A" "RYR2" "2"
"591" "GPR137B" "ZNF7" "2"
"592" "GPR157" "HBP1" "2"
"593" "GTF2H3" "POLR1B" "2"
"594" "GTF2H3" "TSR1" "2"
"595" "GTF2IRD2B" "MTF1" "2"
"596" "GTF2IRD2B" "TNFAIP1" "2"
"597" "GZMH" "NKG7" "2"
"598" "HCP5" "MUC17" "2"
"599" "HCP5" "PDE4C" "2"
"600" "HDAC10" "PLXNA1" "2"
"601" "HDAC10" "ZNF578" "2"
"602" "HDHD1" "IFNAR2" "2"
"603" "HDHD1" "TIMP3" "2"
"604" "HEXIM1" "TRIM8" "2"
"605" "HIC2" "ZC3HAV1" "2"
"606" "HIP1" "NPAS2" "2"
"607" "HIP1" "PCNXL2" "2"
"608" "HIP1" "SMAD6" "2"
"609" "HIP1" "RUFY2" "2"
"610" "HIST1H2AM" "SLC4A7" "2"
"611" "HIST1H2AM" "MAVS" "2"
"612" "HIST1H4C" "LUZP2" "2"
"613" "HIST1H4C" "PKMYT1" "2"
"614" "HIST1H4C" "SOCS6" "2"
"615" "HIST1H4C" "SPIB" "2"
"616" "HIST1H4C" "TNFSF12" "2"
"617" "HIST1H4C" "ZNF780A" "2"
"618" "HIST2H2AA3" "SLC25A37" "2"
"619" "HIST2H3A" "RAPGEF4" "2"
"620" "HIST2H3A" "ZNF417" "2"
"621" "HIST3H2A" "ZBTB7A" "2"
"622" "HMGB1" "LDLR" "2"
"623" "HMGB1" "MBNL1" "2"
"624" "HMGB1" "PKD2" "2"
"625" "HMGB2" "HSP90AA1" "2"
"626" "HMGB3" "KIAA0101" "2"
"627" "HMGB3" "KLF10" "2"
"628" "HMGB3" "PBXIP1" "2"
"629" "HMGB3" "PRRG4" "2"
"630" "HMGB3" "ZNF93" "2"
"631" "HN1" "TSR1" "2"
"632" "HNRNPR" "HSP90AA1" "2"
"633" "HNRNPR" "IGFBP5" "2"
"634" "HNRNPR" "PKMYT1" "2"
"635" "HNRNPU" "TCF3" "2"
"636" "HPCAL4" "MCOLN3" "2"
"637" "HS3ST1" "PRKCB" "2"
"638" "HS3ST1" "PTRF" "2"
"639" "HSP90AA1" "YWHAZ" "2"
"640" "HSPB2" "LSM14A" "2"
"641" "ICAM1" "SMAD6" "2"
"642" "ICMT" "SLC7A11" "2"
"643" "ICMT" "PITPNA" "2"
"644" "IDE" "NFATC2IP" "2"
"645" "IDE" "SLC33A1" "2"
"646" "IDE" "ST13" "2"
"647" "IER3" "SOCS6" "2"
"648" "IFNAR1" "MAPK1" "2"
"649" "IFNAR1" "SIKE1" "2"
"650" "IFNAR1" "YIPF4" "2"
"651" "IFNAR2" "LARP1" "2"
"652" "IFNAR2" "PLAGL2" "2"
"653" "IFNAR2" "PITPNA" "2"
"654" "IGF2" "SEC24A" "2"
"655" "IGFBP5" "SLC4A7" "2"
"656" "IGFBP5" "SOX4" "2"
"657" "IGFBP5" "WWC1" "2"
"658" "IGFBP5" "REST" "2"
"659" "ILF3" "LARP1" "2"
"660" "ILF3" "NCOA3" "2"
"661" "ILF3" "PLEKHM1" "2"
"662" "INTS7" "MTA1" "2"
"663" "IQSEC1" "M6PR" "2"
"664" "IRAK1" "RABEP1" "2"
"665" "IRAK4" "SLC7A11" "2"
"666" "IRS1" "M6PR" "2"
"667" "ISCA1" "TOR1AIP1" "2"
"668" "ISOC1" "WASL" "2"
"669" "ITCH" "NABP1" "2"
"670" "ITCH" "NPAS3" "2"
"671" "ITGA2" "NFAT5" "2"
